,AJCC
OID20335,0.464282743499721
OID31124,0.464282743499721
OID20269,0.4640099569289221
OID20546,0.4631915972165254
OID31128,0.46291881064572654
OID20287,0.46100930465013423
OID30583,0.46100930465013423
OID21024,0.45991815836693867
OID21507,0.4596453717961398
OID21082,0.459099798654542
OID20722,0.4588270120837431
OID30252,0.4588270120837431
OID21317,0.4588270120837431
OID20913,0.4588270120837431
OID30720,0.4588270120837431
OID30576,0.45855422551294417
OID20964,0.4569175060881508
OID20239,0.45637193294655304
OID20302,0.4560991463757541
OID20716,0.45500800009255854
OID20574,0.45364406723856404
OID21012,0.4530984940969663
OID20293,0.4530984940969663
OID31463,0.45282570752616735
OID20459,0.45282570752616735
OID30239,0.45282570752616735
OID31467,0.4509162015305751
OID30739,0.4509162015305751
OID20977,0.4509162015305751
OID21034,0.4509162015305751
OID20973,0.4509162015305751
OID20343,0.4509162015305751
OID30632,0.44982505524737953
OID20346,0.4492794821057817
OID21394,0.44900669553498285
OID30616,0.44900669553498285
OID20730,0.44818833582258616
OID30260,0.44682440296859166
OID30728,0.44682440296859166
OID20986,0.44682440296859166
OID20950,0.44682440296859166
OID30397,0.44627882982699385
OID31512,0.446006043256195
OID20417,0.4457332566853961
OID21444,0.4449148969729994
OID20153,0.4449148969729994
OID21430,0.4449148969729994
OID20277,0.4449148969729994
OID21307,0.4449148969729994
OID20960,0.4449148969729994
OID30685,0.4446421104022005
OID20758,0.4443693238314016
OID31468,0.44082309841101597
OID30659,0.44082309841101597
OID31465,0.44082309841101597
OID31119,0.44082309841101597
OID21158,0.44055031184021703
OID21090,0.4391863789862226
OID30719,0.4391863789862226
OID20997,0.43891359241542366
OID20251,0.4383680192738259
OID21383,0.4370040864198314
OID30184,0.4370040864198314
OID20788,0.4370040864198314
OID20246,0.4364585132782336
OID30737,0.4364585132782336
OID30238,0.43509458042423915
OID20651,0.43509458042423915
OID20089,0.43509458042423915
OID20110,0.4348217938534402
OID30609,0.4348217938534402
OID20381,0.43400343414104353
OID30099,0.43318507442864684
OID20696,0.43318507442864684
OID20762,0.43291228785784797
OID20884,0.43291228785784797
OID20273,0.4310027818622557
OID20197,0.4307299952914568
OID30337,0.4304572087206579
OID30625,0.42936606243746234
OID20414,0.4290932758666634
OID30763,0.4290932758666634
OID21143,0.4290932758666634
OID30650,0.4288204892958645
OID21135,0.4288204892958645
OID30857,0.4288204892958645
OID30414,0.42854770272506565
OID20298,0.42854770272506565
OID21439,0.42718376987107115
OID20217,0.4269109833002723
OID20777,0.4269109833002723
OID30259,0.4269109833002723
OID31446,0.4269109833002723
OID20564,0.42636541015867446
OID30753,0.4252742638754789
OID30401,0.42500147730467996
OID20276,0.4244559041630822
OID30383,0.4233647578798866
OID20384,0.4230919713090877
OID30679,0.4230919713090877
OID30619,0.4230919713090877
OID31475,0.42281918473828883
OID20959,0.42281918473828883
OID30842,0.42281918473828883
OID31098,0.42281918473828883
OID21425,0.42281918473828883
OID20227,0.42281918473828883
OID30285,0.42281918473828883
OID30630,0.42281918473828883
OID20925,0.42118246531349546
OID30596,0.4209096787426965
OID31454,0.4209096787426965
OID30353,0.4209096787426965
OID20242,0.41900017274710427
OID31000,0.41900017274710427
OID20252,0.4187273861763054
OID30708,0.4181818130347076
OID21504,0.4173634533223109
OID20238,0.4173634533223109
OID21215,0.417090666751512
OID20599,0.4168178801807131
OID21435,0.4165450936099142
OID30610,0.4165450936099142
OID20570,0.41545394732671864
OID20266,0.4151811607559197
OID20087,0.4151811607559197
OID30644,0.41490837418512083
OID20121,0.414362801043523
OID20223,0.41327165476032746
OID30707,0.41327165476032746
OID30743,0.4129988681895286
OID30781,0.4129988681895286
OID30761,0.4122312790024802
OID20988,0.41136214876473515
OID20670,0.41136214876473515
OID30766,0.41108936219393627
OID20282,0.41108936219393627
OID21361,0.41108936219393627
OID20685,0.4108165756231374
OID20922,0.4108165756231374
OID21059,0.4108165756231374
OID21089,0.409179856198344
OID20404,0.409179856198344
OID20629,0.409179856198344
OID20753,0.4089070696275451
OID30602,0.4089070696275451
OID20631,0.4089070696275451
OID20183,0.4072703502027517
OID20353,0.4072703502027517
OID30749,0.40699756363195283
OID21502,0.40536084420715945
OID20374,0.4050880576363606
OID30724,0.4050880576363606
OID20162,0.40481527106556164
OID20654,0.40481527106556164
OID30232,0.40481527106556164
OID20305,0.40481527106556164
OID20370,0.4037241247823661
OID21531,0.4029057650699694
OID20174,0.4029057650699694
OID20097,0.4029057650699694
OID20981,0.4023601919283716
OID20161,0.40099625907437714
OID21119,0.3999051127911815
OID20382,0.39881396650798595
OID30379,0.39826839336638814
OID21472,0.39745003365399145
OID20649,0.3971772470831926
OID30718,0.3971772470831926
OID21528,0.3969044605123937
OID21133,0.3969044605123937
OID31109,0.3969044605123937
OID20398,0.3963588873707959
OID30376,0.393358235092008
OID20672,0.393358235092008
OID20966,0.393358235092008
OID20165,0.39308544852120914
OID30579,0.39281266195041026
OID21015,0.39281266195041026
OID30557,0.39281266195041026
OID30359,0.39172151566721464
OID30265,0.3911759425256169
OID20292,0.39090315595481795
OID30589,0.39090315595481795
OID20294,0.3895392231008235
OID21132,0.3895392231008235
OID31097,0.3889936499592257
OID20663,0.3889936499592257
OID20258,0.3889936499592257
OID21134,0.3887208633884268
OID20255,0.3884480768176279
OID21101,0.38708414396363344
OID21434,0.38708414396363344
OID20963,0.3868113573928345
OID30357,0.3868113573928345
OID21296,0.3868113573928345
OID30253,0.3868113573928345
OID31096,0.3868113573928345
OID30167,0.3868113573928345
OID30327,0.3868113573928345
OID20151,0.3868113573928345
OID21270,0.3868113573928345
OID30661,0.38490185139724226
OID31477,0.38490185139724226
OID21374,0.38490185139724226
OID20705,0.3846290648264434
OID30581,0.38435627825564445
OID21499,0.3838107051140467
OID20340,0.3832651319724489
OID21419,0.3832651319724489
OID20746,0.3832651319724489
OID20157,0.3832651319724489
OID20717,0.38299234540165
OID30582,0.3810828394060577
OID21293,0.3808100528352588
OID30303,0.3808100528352588
OID21202,0.3808100528352588
OID30121,0.3808100528352588
OID31423,0.3808100528352588
OID20537,0.37917333341046544
OID20632,0.37917333341046544
OID30646,0.37917333341046544
OID30676,0.37917333341046544
OID21452,0.37890054683966656
OID30746,0.37890054683966656
OID21523,0.37862776026886763
OID30703,0.3780821871272699
OID21448,0.37780940055647094
OID30611,0.37780940055647094
OID21353,0.37699104084407425
OID21100,0.37699104084407425
OID20548,0.37699104084407425
OID20325,0.37617268113167757
OID31411,0.3753543214192809
OID21017,0.3753543214192809
OID30264,0.375081534848482
OID30396,0.375081534848482
OID30955,0.3748087482776831
OID21437,0.3748087482776831
OID20625,0.3748087482776831
OID20972,0.3748087482776831
OID20780,0.3745359617068842
OID30693,0.3745359617068842
OID21118,0.3737176019944875
OID31133,0.3728992422820908
OID20735,0.37126252285729744
OID20333,0.37126252285729744
OID20652,0.37126252285729744
OID21508,0.37044416314490075
OID21409,0.3693530168617052
OID20344,0.3693530168617052
OID30378,0.3690802302909063
OID21349,0.3688074437201074
OID20907,0.3688074437201074
OID21367,0.3688074437201074
OID30227,0.3688074437201074
OID20610,0.3682618705785096
OID30747,0.3677162974369118
OID20562,0.367170724295314
OID30402,0.367170724295314
OID30670,0.367170724295314
OID20917,0.367170724295314
OID20969,0.3668979377245151
OID20979,0.3668979377245151
OID31393,0.3668979377245151
OID21136,0.3668979377245151
OID20778,0.36662515115371624
OID20718,0.36498843172892287
OID30686,0.36362449887492837
OID20393,0.3631236481484455
OID21357,0.36307892573333056
OID21347,0.3628061391625317
OID21121,0.3617149928793361
OID20401,0.3611694197377383
OID30622,0.3611694197377383
OID31031,0.36089663316693943
OID20132,0.35925991374214605
OID30573,0.35925991374214605
OID20367,0.35925991374214605
OID20580,0.35925991374214605
OID21019,0.3589871271713471
OID30587,0.356804834604956
OID31050,0.356804834604956
OID20519,0.356804834604956
OID21404,0.356804834604956
OID30219,0.356804834604956
OID20927,0.356804834604956
OID20081,0.35653204803415706
OID20395,0.35653204803415706
OID21042,0.3554409017509615
OID20332,0.3551681151801626
OID20207,0.3548953286093637
OID31450,0.3548953286093637
OID30722,0.3548953286093637
OID20847,0.3548953286093637
OID20415,0.3532586091845703
OID20109,0.3529858226137714
OID20822,0.3529858226137714
OID20220,0.35189467633057586
OID21368,0.3510763166181792
OID20756,0.3510763166181792
OID30278,0.35080353004738024
OID30366,0.35080353004738024
OID20224,0.34916681062258687
OID30984,0.348894024051788
OID30655,0.348894024051788
OID20324,0.3486212374809891
OID21476,0.3475300911977935
OID20280,0.3472573046269946
OID20636,0.34698451805619573
OID30713,0.34698451805619573
OID20303,0.3450750120606034
OID30734,0.3450750120606034
OID20872,0.34480222548980455
OID31395,0.34480222548980455
OID30308,0.34480222548980455
OID30621,0.34480222548980455
OID31434,0.34480222548980455
OID30274,0.34480222548980455
OID31075,0.34480222548980455
OID30568,0.34480222548980455
OID20657,0.343711079206609
OID30772,0.34316550606501117
OID21451,0.34316550606501117
OID30317,0.34316550606501117
OID21301,0.34316550606501117
OID20337,0.3428927194942123
OID31122,0.3428927194942123
OID20784,0.3428927194942123
OID21289,0.3412560000694189
OID20308,0.3412560000694189
OID20710,0.34098321349862
OID30790,0.34098321349862
OID21103,0.3393464940738266
OID30355,0.3393464940738266
OID20674,0.33907370750302773
OID20254,0.33907370750302773
OID30624,0.33880092093222886
OID20177,0.33880092093222886
OID31510,0.33880092093222886
OID20221,0.3371642015074355
OID30261,0.3371642015074355
OID30600,0.33525469551184317
OID20304,0.33525469551184317
OID21109,0.3349819089410443
OID21483,0.3333451895162509
OID20172,0.3333451895162509
OID20482,0.3333451895162509
OID30756,0.33307240294545204
OID30593,0.33307240294545204
OID20331,0.3327996163746531
OID21280,0.3327996163746531
OID30536,0.3327996163746531
OID21459,0.3327996163746531
OID21318,0.3327996163746531
OID30682,0.3319812566622564
OID20295,0.33116289694985973
OID20388,0.33116289694985973
OID21076,0.33116289694985973
OID20650,0.33089011037906085
OID30760,0.33089011037906085
OID21156,0.33034453723746304
OID20250,0.3292533909542675
OID20708,0.3289806043834686
OID20628,0.3289806043834686
OID31348,0.3273438849586752
OID20748,0.3270710983878763
OID20200,0.3270710983878763
OID21482,0.3270710983878763
OID21167,0.3267983118170774
OID31357,0.3267983118170774
OID31155,0.3267983118170774
OID20787,0.3267983118170774
OID30478,0.3267983118170774
OID31315,0.3267983118170774
OID21120,0.32516159239228404
OID21265,0.32516159239228404
OID20999,0.32516159239228404
OID20364,0.32516159239228404
OID20349,0.32488880582148516
OID30996,0.32488880582148516
OID20760,0.32488880582148516
OID30417,0.3240704461090885
OID20334,0.3240704461090885
OID30460,0.32379765953828954
OID20982,0.3232520863966918
OID21052,0.3232520863966918
OID20607,0.32297929982589285
OID30775,0.32297929982589285
OID20278,0.32297929982589285
OID31100,0.3218881535426973
OID30086,0.3216153669718984
OID21113,0.3213425804010995
OID21068,0.3210697938303006
OID30850,0.3207970072595017
OID31523,0.3207970072595017
OID30738,0.31916028783470834
OID20617,0.31916028783470834
OID21147,0.31916028783470834
OID20363,0.31725078183911604
OID20126,0.31615963555592047
OID21107,0.3153412758435238
OID21004,0.3150684892727249
OID21126,0.3150684892727249
OID20715,0.3150684892727249
OID31043,0.314795702701926
OID31502,0.314795702701926
OID21399,0.314795702701926
OID30837,0.314795702701926
OID21441,0.3131589832771326
OID21151,0.3128861967063337
OID30333,0.31124947728154034
OID20687,0.30906718471514916
OID21205,0.3087943981443503
OID30647,0.3087943981443503
OID21312,0.3087943981443503
OID30263,0.3087943981443503
OID30578,0.3087943981443503
OID30218,0.3087943981443503
OID30564,0.3087943981443503
OID30571,0.3071576787195569
OID20671,0.3071576787195569
OID20489,0.306884892148758
OID21194,0.306884892148758
OID21421,0.306884892148758
OID20245,0.30606653243636134
OID30758,0.30524817272396465
OID30821,0.3049753861531657
OID31403,0.3049753861531657
OID20351,0.30470259958236684
OID21339,0.30333866672837234
OID30726,0.30333866672837234
OID21105,0.30333866672837234
OID20372,0.30333866672837234
OID21046,0.30306588015757346
OID31306,0.3027930935867746
OID30558,0.3027930935867746
OID20312,0.3011563741619812
OID30592,0.3011563741619812
OID20688,0.3008835875911823
OID20723,0.3006108010203834
OID20496,0.3000652278787856
OID20647,0.2992468681663889
OID21493,0.2992468681663889
OID20053,0.29897408159559
OID21083,0.29706457559999777
OID20184,0.29679178902919884
OID20176,0.29679178902919884
OID31466,0.29679178902919884
OID30356,0.29679178902919884
OID30665,0.2954278561752044
OID20633,0.2948822830336066
OID30311,0.2932455636088132
OID20387,0.29133605761322096
OID20635,0.29133605761322096
OID20193,0.29133605761322096
OID31044,0.291063271042422
OID31001,0.29079048447162315
OID31380,0.29079048447162315
OID30584,0.29079048447162315
OID21081,0.28942655161762865
OID30699,0.28915376504682977
OID20130,0.28915376504682977
OID20587,0.2888809784760309
OID31514,0.2872442590512375
OID20290,0.2869714724804386
OID30705,0.2869714724804386
OID30411,0.2866986859096397
OID21500,0.2861531127680419
OID21495,0.2853347530556452
OID21065,0.2853347530556452
OID30212,0.28478917991404745
OID30362,0.28424360677244964
OID30730,0.28342524706005295
OID20481,0.2831524604892541
OID21123,0.2831524604892541
OID30332,0.2831524604892541
OID20679,0.28287967391845514
OID21154,0.2823341007768574
OID20970,0.28124295449366177
OID20767,0.28124295449366177
OID30729,0.28124295449366177
OID21377,0.2809701679228629
OID30642,0.2809701679228629
OID20429,0.2809701679228629
OID20915,0.2793334484980695
OID21450,0.2793334484980695
OID21334,0.2787878753564717
OID20856,0.2787878753564717
OID20065,0.2787878753564717
OID31055,0.2787878753564717
OID21480,0.2787878753564717
OID31061,0.2787878753564717
OID20182,0.27715115593167833
OID30627,0.27715115593167833
OID31435,0.27715115593167833
OID21297,0.27687836936087945
OID21140,0.27687836936087945
OID21304,0.27687836936087945
OID21410,0.27687836936087945
OID30692,0.27687836936087945
OID30301,0.27606000964848276
OID30407,0.2757872230776839
OID20971,0.27551443650688495
OID21106,0.2752416499360861
OID30595,0.2752416499360861
OID21511,0.2744232902236894
OID20487,0.2733321439404938
OID30752,0.2733321439404938
OID30599,0.2733321439404938
OID31040,0.272786570798896
OID21375,0.272786570798896
OID20385,0.27114985137410264
OID20908,0.27087706480330376
OID30744,0.27087706480330376
OID21453,0.27087706480330376
OID30969,0.27033149166170595
OID30549,0.26896755880771145
OID20933,0.2673308393829181
OID20503,0.2667852662413203
OID30151,0.2667852662413203
OID20588,0.2667852662413203
OID30225,0.264875760245728
OID20163,0.264875760245728
OID30409,0.264875760245728
OID20967,0.26323904082093463
OID20471,0.26296625425013576
OID30706,0.26296625425013576
OID21102,0.2613295348253424
OID20179,0.2610567482545435
OID20897,0.2610567482545435
OID21075,0.2610567482545435
OID20786,0.2610567482545435
OID21000,0.26078396168374457
OID21097,0.26078396168374457
OID30711,0.26078396168374457
OID21407,0.2605111751129457
OID21020,0.259692815400549
OID30326,0.2591472422589512
OID30742,0.2591472422589512
OID31472,0.2588744556881523
OID21212,0.2588744556881523
OID20286,0.2588744556881523
OID20160,0.25723773626335894
OID21438,0.25696494969256006
OID20643,0.25696494969256006
OID20248,0.25696494969256006
OID30745,0.2553282302677667
OID30740,0.25505544369696775
OID30143,0.25505544369696775
OID30127,0.2547826571261689
OID31148,0.2547826571261689
OID30205,0.2531459377013755
OID31316,0.25123643170578325
OID21380,0.25123643170578325
OID30774,0.2509636451349843
OID31505,0.25041807199338656
OID21351,0.24932692571019094
OID20274,0.24932692571019094
OID30715,0.24932692571019094
OID21298,0.24905413913939206
OID20993,0.24878135256859316
OID20642,0.24878135256859316
OID30795,0.24878135256859316
OID30382,0.24878135256859316
OID31067,0.2457807002898053
OID21066,0.2452351271482075
OID31470,0.2452351271482075
OID21146,0.2452351271482075
OID20726,0.24496234057740862
OID30322,0.24332562115261525
OID20655,0.24332562115261525
OID20896,0.24332562115261525
OID21056,0.24305283458181634
OID20536,0.24278004801101744
OID30490,0.24278004801101744
OID30785,0.24114332858622406
OID20491,0.24114332858622406
OID30191,0.24087054201542518
OID30735,0.2392338225906318
OID20377,0.2392338225906318
OID20584,0.23759710316583843
OID20253,0.23732431659503953
OID20196,0.23732431659503953
OID21322,0.23732431659503953
OID20155,0.23705153002424062
OID30733,0.23705153002424062
OID30400,0.23705153002424062
OID30654,0.23677874345344174
OID21099,0.23677874345344174
OID20875,0.23677874345344174
OID30393,0.23677874345344174
OID20605,0.23514202402864837
OID21455,0.23486923745784946
OID21002,0.23405087774545277
OID20662,0.23323251803305609
OID30421,0.23295973146225718
OID30560,0.23295973146225718
OID20281,0.2321413717498605
OID21520,0.2313230120374638
OID31080,0.23077743889586602
OID30533,0.23077743889586602
OID30142,0.23077743889586602
OID20261,0.23050465232506712
OID20613,0.22968629261267043
OID31397,0.22914071947107265
OID20779,0.22886793290027374
OID21054,0.22723121347548036
OID21324,0.2269584269046815
OID20962,0.2269584269046815
OID31456,0.2261400671922848
OID31290,0.225594494050687
OID20919,0.2253217074798881
OID30717,0.2250489209090892
OID30242,0.2247761343382903
OID20668,0.2247761343382903
OID31102,0.2247761343382903
OID30331,0.2247761343382903
OID21460,0.22313941491349693
OID20644,0.22286662834269805
OID20319,0.22122990891790467
OID30328,0.22122990891790467
OID20947,0.22122990891790467
OID20291,0.22122990891790467
OID20215,0.22095712234710577
OID30741,0.22095712234710577
OID20213,0.21904761635151349
OID31424,0.2187748297807146
OID30871,0.2187748297807146
OID31063,0.2187748297807146
OID31415,0.2187748297807146
OID20638,0.21713811035592123
OID31150,0.21686532378512233
OID31111,0.21686532378512233
OID20983,0.21604696407272564
OID31509,0.21495581778953005
OID31049,0.21495581778953005
OID20773,0.21468303121873117
OID20752,0.21441024464793226
OID20390,0.21331909836473667
OID21524,0.21331909836473667
OID20243,0.21331909836473667
OID20601,0.21331909836473667
OID31149,0.2127735252231389
OID31116,0.2127735252231389
OID20745,0.2127735252231389
OID20700,0.21140959236914442
OID20743,0.2108640192275466
OID20792,0.2108640192275466
OID21522,0.2108640192275466
OID31416,0.2108640192275466
OID31288,0.20922729980275323
OID20595,0.20868172666115545
OID20413,0.20731779380716098
OID21396,0.20731779380716098
OID31513,0.20677222066556317
OID30488,0.20677222066556317
OID20230,0.20677222066556317
OID30247,0.20677222066556317
OID31452,0.20677222066556317
OID31486,0.20677222066556317
OID31014,0.20677222066556317
OID30883,0.20677222066556317
OID31030,0.20677222066556317
OID21025,0.2064994340947643
OID21327,0.20625204958694573
OID30771,0.2051355012407698
OID21095,0.2051355012407698
OID21326,0.20486271466997089
OID31517,0.204589928099172
OID20995,0.2032259952451775
OID31473,0.2032259952451775
OID20062,0.20295320867437863
