,AJCC
OID20271,0.20186206239118304
OID21275,0.20131648924958526
OID20637,0.20131648924958526
OID20347,0.20131648924958526
OID30575,0.20104370267878635
OID20355,0.20077091610798745
OID30561,0.20077091610798745
OID31474,0.20077091610798745
OID21197,0.20077091610798745
OID20544,0.20077091610798745
OID31048,0.19913419668319407
OID20867,0.1988614101123952
OID21040,0.19722469068760182
OID20402,0.19722469068760182
OID30375,0.1969519041168029
OID30773,0.1969519041168029
OID30755,0.1969519041168029
OID31405,0.19531518469200954
OID31457,0.19476961155041175
OID30778,0.19395125183801507
OID20311,0.1912233861300261
OID30404,0.1912233861300261
OID20407,0.1912233861300261
OID31370,0.1912233861300261
OID20310,0.1912233861300261
OID20926,0.1909505995592272
OID31490,0.1909505995592272
OID20733,0.18931388013443382
OID20522,0.18931388013443382
OID21391,0.18904109356363494
OID21259,0.18876830699283603
OID20218,0.18876830699283603
OID20559,0.18876830699283603
OID20863,0.18876830699283603
OID20376,0.18713158756804266
OID20424,0.18685880099724375
OID31026,0.18685880099724375
OID30543,0.18658601442644487
OID30343,0.18522208157245038
OID20189,0.18522208157245038
OID20734,0.18522208157245038
OID20561,0.1849492950016515
OID21475,0.1849492950016515
OID21159,0.18331257557685812
OID20116,0.18303978900605922
OID30961,0.1827670024352603
OID30147,0.1827670024352603
OID20579,0.1827670024352603
OID30559,0.1827670024352603
OID30608,0.18113028301046694
OID20309,0.18085749643966806
OID31522,0.18085749643966806
OID20380,0.17922077701487468
OID20270,0.17922077701487468
OID30164,0.17894799044407578
OID20371,0.1773112710192824
OID21519,0.1773112710192824
OID30727,0.1773112710192824
OID21232,0.17676569787768462
OID30159,0.17676569787768462
OID30547,0.17676569787768462
OID20122,0.17676569787768462
OID31205,0.17676569787768462
OID30518,0.17676569787768462
OID21332,0.17676569787768462
OID21185,0.17594733816528793
OID21150,0.17512897845289124
OID20392,0.17512897845289124
OID20608,0.17485619188209234
OID20836,0.17485619188209234
OID30770,0.17321947245729896
OID21116,0.17321947245729896
OID20783,0.17321947245729896
OID21343,0.17294668588650006
OID30662,0.1710371798909078
OID30221,0.1710371798909078
OID30943,0.1707643933201089
OID21224,0.1707643933201089
OID31283,0.1707643933201089
OID21166,0.1707643933201089
OID31058,0.1707643933201089
OID30663,0.1707643933201089
OID20520,0.17049160674931
OID30669,0.16885488732451662
OID30160,0.16885488732451662
OID20589,0.16885488732451662
OID30759,0.16885488732451662
OID20695,0.16858210075371774
OID21329,0.16694538132892436
OID20747,0.16694538132892436
OID20772,0.16639980818732655
OID20095,0.16503587533333208
OID30574,0.16503587533333208
OID31455,0.16476308876253318
OID20515,0.16476308876253318
OID21277,0.16476308876253318
OID20878,0.16476308876253318
OID30222,0.16476308876253318
OID20553,0.16476308876253318
OID21041,0.16476308876253318
OID20113,0.1631263693377398
OID20766,0.1631263693377398
OID31194,0.16285358276694092
OID20514,0.16285358276694092
OID31501,0.16285358276694092
OID20727,0.16285358276694092
OID20590,0.16258079619614202
OID20180,0.16121686334214755
OID30324,0.16094407677134864
OID21489,0.15903457077575636
OID31185,0.15903457077575636
OID30904,0.15876178420495748
OID31319,0.15876178420495748
OID20341,0.1571250647801641
OID30645,0.1568522782093652
OID21037,0.15521555878457183
OID31516,0.15521555878457183
OID20877,0.15521555878457183
OID30854,0.15494277221377292
OID20249,0.15330605278897955
OID30613,0.15276047964738176
OID30887,0.15276047964738176
OID31481,0.15276047964738176
OID20399,0.1511237602225884
OID30413,0.1511237602225884
OID31469,0.1511237602225884
OID21110,0.1492142542269961
OID20661,0.1492142542269961
OID21422,0.1492142542269961
OID20769,0.14894146765619723
OID31052,0.14675917508980604
OID20510,0.14675917508980604
OID30188,0.14675917508980604
OID30214,0.14675917508980604
OID21309,0.14675917508980604
OID31335,0.14675917508980604
OID30241,0.14675917508980604
OID31094,0.14512245566501267
OID30548,0.1448496690942138
OID21182,0.1448496690942138
OID21292,0.1448496690942138
OID20259,0.1429401630986215
OID20263,0.1429401630986215
OID20585,0.14130344367382813
OID20306,0.14130344367382813
OID30381,0.14130344367382813
OID31377,0.14103065710302923
OID30493,0.14075787053223035
OID30541,0.14075787053223035
OID20894,0.14075787053223035
OID20850,0.14075787053223035
OID31494,0.14075787053223035
OID31372,0.14075787053223035
OID31471,0.13884836453663807
OID20102,0.1374844316826436
OID20317,0.1372116451118447
OID21517,0.1372116451118447
OID21060,0.1372116451118447
OID30751,0.1372116451118447
OID31249,0.13557492568705132
OID30666,0.1353021391162524
OID21071,0.13502935254545353
OID20275,0.13475656597465463
OID31436,0.13475656597465463
OID20167,0.13311984654986125
OID31123,0.13284705997906235
OID30553,0.13284705997906235
OID30935,0.13202870026666566
OID30683,0.13121034055426897
OID30696,0.13121034055426897
OID31103,0.1309375539834701
OID30319,0.12930083455867672
OID20147,0.12930083455867672
OID30235,0.12930083455867672
OID20299,0.12930083455867672
OID30258,0.1287552614170789
OID31485,0.1287552614170789
OID30269,0.1287552614170789
OID21176,0.1287552614170789
OID20820,0.1287552614170789
OID20326,0.12711854199228553
OID31418,0.12684575542148666
OID31396,0.12684575542148666
OID20953,0.12684575542148666
OID21490,0.12520903599669328
OID20247,0.12520903599669328
OID30389,0.12520903599669328
OID31382,0.12493624942589437
OID20185,0.123299530001101
OID20170,0.123299530001101
OID21321,0.123299530001101
OID20843,0.1227539568595032
OID20495,0.12111723743470983
OID20328,0.12111723743470983
OID20893,0.11920773143911756
OID21492,0.11920773143911756
OID31021,0.11893494486831865
OID20077,0.11893494486831865
OID21214,0.11729822544352528
OID20350,0.11729822544352528
OID20158,0.11729822544352528
OID31069,0.11729822544352528
OID20084,0.1167526523019275
OID21086,0.1167526523019275
OID31358,0.1167526523019275
OID20131,0.11511593287713412
OID21291,0.11511593287713412
OID20386,0.11484314630633521
OID30776,0.11320642688154184
OID20943,0.11320642688154184
OID30398,0.11320642688154184
OID20318,0.11320642688154184
OID20354,0.11320642688154184
OID31488,0.11293364031074295
OID31493,0.11238806716914515
OID30704,0.11129692088594957
OID30300,0.11129692088594957
OID30769,0.11102413431515068
OID20075,0.11102413431515068
OID21436,0.11075134774435177
OID30505,0.11075134774435177
OID31241,0.11075134774435177
OID20494,0.1091146283195584
OID20289,0.10884184174875951
OID30358,0.10884184174875951
OID21219,0.10884184174875951
OID20368,0.10747790889476502
OID30869,0.10665954918236834
OID20984,0.10502282975757496
OID21269,0.10475004318677607
OID21387,0.10475004318677607
OID30117,0.10311332376198269
OID20279,0.10311332376198269
OID20996,0.10120381776639041
OID20763,0.10120381776639041
OID30808,0.10093103119559152
OID31046,0.10093103119559152
OID20576,0.09929431177079814
OID20550,0.09929431177079814
OID21381,0.09929431177079814
OID20356,0.09929431177079814
OID31024,0.09874873862920035
OID20729,0.09874873862920035
OID31381,0.09874873862920035
OID31441,0.09874873862920035
OID30209,0.09874873862920035
OID31519,0.09874873862920035
OID31460,0.09711201920440697
OID20557,0.09683923263360808
OID21516,0.09656644606280919
OID20186,0.0952025132088147
OID30799,0.09274743407162464
OID31077,0.09274743407162464
OID21400,0.09111071464683126
OID20611,0.09056514150523347
OID30698,0.089201208651239
OID31478,0.08892842208044009
OID20754,0.08838284893884231
OID21093,0.08729170265564672
OID31235,0.08729170265564672
OID20125,0.08729170265564672
OID20406,0.08701891608484782
OID20876,0.08701891608484782
OID31127,0.08674612951404893
OID20958,0.08674612951404893
OID30280,0.08674612951404893
OID30273,0.08674612951404893
OID20436,0.08674612951404893
OID31135,0.08674612951404893
OID20871,0.08510941008925556
OID30470,0.08483662351845665
OID20208,0.08483662351845665
OID20191,0.08319990409366328
OID20666,0.08319990409366328
OID21423,0.08319990409366328
OID30223,0.08319990409366328
OID30784,0.08129039809807101
OID30501,0.08074482495647321
OID30532,0.08074482495647321
OID20689,0.08074482495647321
OID20621,0.07992646524407652
OID30391,0.07910810553167984
OID20383,0.07910810553167984
OID20854,0.07883531896088095
OID31035,0.07883531896088095
OID21142,0.07719859953608757
OID20366,0.07719859953608757
OID30113,0.07692581296528868
OID20228,0.07692581296528868
OID30725,0.0752890935404953
OID21078,0.0750163069696964
OID30519,0.0747435203988975
OID30925,0.0747435203988975
OID20855,0.0747435203988975
OID30985,0.0747435203988975
OID21225,0.0747435203988975
OID30523,0.0747435203988975
OID30323,0.0747435203988975
OID31010,0.0747435203988975
OID30859,0.0747435203988975
OID31039,0.0747435203988975
OID30197,0.07337958754490302
OID21525,0.07310680097410413
OID20142,0.07310680097410413
OID31255,0.07119729497851186
OID30815,0.07119729497851186
OID20257,0.07119729497851186
OID20573,0.07092450840771296
OID31022,0.07092450840771296
OID20565,0.06928778898291958
OID20525,0.06928778898291958
OID30554,0.06901500241212069
OID30220,0.0687422158413218
OID31142,0.0687422158413218
OID21003,0.0687422158413218
OID20345,0.06519599042093614
OID30712,0.06519599042093614
OID31082,0.06465041727933836
OID30947,0.06383205756694167
OID20352,0.06328648442534388
OID20540,0.06328648442534388
OID21314,0.06274091128374608
OID31037,0.06274091128374608
OID30243,0.06274091128374608
OID20906,0.0613769784297516
OID30750,0.059194685863360436
OID20321,0.059194685863360436
OID21526,0.059194685863360436
OID31212,0.05892189929256154
OID31420,0.05892189929256154
OID21008,0.05728517986776816
OID31068,0.05728517986776816
OID31320,0.05701239329696926
OID30474,0.05673960672617037
OID20833,0.05673960672617037
OID21149,0.05673960672617037
OID30691,0.056466820155371474
OID20861,0.05401174101818141
OID20998,0.05319338130578472
OID21411,0.05128387531019245
OID31020,0.05128387531019245
OID20211,0.05128387531019245
OID30653,0.05101108873939355
OID20615,0.05073830216859466
OID20485,0.05073830216859466
OID30115,0.05073830216859466
OID21077,0.05073830216859466
OID30894,0.049374369314600174
OID30617,0.04910158274380128
OID20192,0.048828796173002384
OID20885,0.04719207674820901
OID20669,0.04691929017741011
OID21408,0.045282570752616734
OID30248,0.044736997611018944
OID20445,0.044736997611018944
OID20497,0.044736997611018944
OID31442,0.044736997611018944
OID31070,0.044736997611018944
OID20549,0.044736997611018944
OID20187,0.04282749161542667
OID31489,0.04282749161542667
OID30412,0.041190772190633294
OID21050,0.041190772190633294
OID21057,0.041190772190633294
OID30570,0.040099625907437715
OID31275,0.03982683933663882
OID30709,0.03928126619504103
OID20226,0.03900847962424213
OID30668,0.03900847962424213
OID30069,0.03873569305344323
OID20895,0.03873569305344323
OID31139,0.03873569305344323
OID20314,0.037098973628649855
OID30765,0.037098973628649855
OID31426,0.03682618705785096
OID20541,0.03518946763305759
OID20799,0.03491668106225869
OID30723,0.03491668106225869
OID30282,0.03491668106225869
OID31107,0.03491668106225869
OID21283,0.03491668106225869
OID31409,0.03327996163746531
OID21152,0.03327996163746531
OID20214,0.03327996163746531
OID30605,0.032734388495867524
OID31520,0.032734388495867524
OID20552,0.032734388495867524
OID30974,0.029188163075481874
OID21009,0.029188163075481874
OID30276,0.0272786570798896
OID20175,0.0272786570798896
OID21011,0.0272786570798896
OID21478,0.0272786570798896
OID30078,0.027005870509090705
OID31386,0.02673308393829181
OID30522,0.02673308393829181
OID31322,0.02673308393829181
OID30483,0.02509636451349843
OID21221,0.024823577942699536
OID31174,0.024823577942699536
OID20761,0.024823577942699536
OID30296,0.02318685851790616
OID21512,0.02318685851790616
OID20212,0.02318685851790616
OID21457,0.02127735252231389
OID31276,0.02100456595151499
OID31134,0.020731779380716096
OID20118,0.020731779380716096
OID21211,0.020731779380716096
OID20691,0.01909505995592272
OID30473,0.018003913672727138
OID30200,0.01773112710192824
OID20173,0.01718555396033045
OID30374,0.01718555396033045
OID30498,0.01718555396033045
OID20129,0.01691276738953155
OID30732,0.015276047964738176
OID20928,0.015276047964738176
OID20268,0.015276047964738176
OID21342,0.013093755398347008
OID30499,0.011457035973553633
OID20560,0.011184249402754736
OID30788,0.011184249402754736
OID21028,0.011184249402754736
OID20051,0.01091146283195584
OID20501,0.009274743407162464
OID30163,0.008729170265564672
OID20431,0.007910810553167984
OID21350,0.0068196642699724
OID21006,0.005182944845179024
OID20362,0.005182944845179024
OID30528,0.005182944845179024
OID30369,0.004910158274380128
OID20813,0.004910158274380128
OID30601,0.004910158274380128
OID20409,0.003000652278787856
OID30525,0.00272786570798896
OID21206,0.00272786570798896
OID31307,0.00272786570798896
OID30231,0.00272786570798896
OID31408,0.001909505995592272
OID20593,0.001091146283195584
OID20887,0.001091146283195584
OID30964,0.000818359712396688
OID20598,-0.000545573141597792
OID31498,-0.000818359712396688
OID31032,-0.000818359712396688
OID20467,-0.000818359712396688
OID20771,-0.00272786570798896
OID20816,-0.00272786570798896
OID20558,-0.003000652278787856
OID31263,-0.003273438849586752
OID20551,-0.003273438849586752
OID30893,-0.003273438849586752
OID31033,-0.003273438849586752
OID30185,-0.003273438849586752
OID21036,-0.003273438849586752
OID20427,-0.004910158274380128
OID20827,-0.005182944845179024
OID20442,-0.005182944845179024
OID30920,-0.006274091128374608
OID21443,-0.0068196642699724
OID30395,-0.0068196642699724
OID20219,-0.0070924508407712965
OID31018,-0.0070924508407712965
OID21177,-0.008729170265564672
OID20965,-0.008729170265564672
OID30480,-0.008729170265564672
OID21468,-0.009001956836363569
OID30514,-0.009274743407162464
OID30888,-0.009274743407162464
OID21470,-0.009274743407162464
OID30966,-0.012820968827548112
OID31057,-0.013093755398347008
OID20168,-0.014730474823140384
OID21130,-0.014730474823140384
OID21249,-0.015003261393939281
OID30360,-0.015276047964738176
OID20476,-0.015276047964738176
OID20124,-0.015276047964738176
OID20577,-0.015276047964738176
OID31277,-0.015276047964738176
OID31224,-0.015276047964738176
OID30119,-0.015276047964738176
OID30107,-0.015548834535537072
OID30309,-0.016094407677134864
OID21044,-0.01691276738953155
OID20421,-0.01691276738953155
OID31443,-0.01718555396033045
OID31437,-0.017458340531129345
OID20339,-0.018822273385123826
OID20358,-0.018822273385123826
OID20064,-0.01909505995592272
OID20534,-0.01909505995592272
OID20169,-0.019640633097520514
OID20678,-0.020731779380716096
OID30316,-0.02100456595151499
OID21253,-0.02127735252231389
OID31256,-0.02127735252231389
OID31257,-0.02127735252231389
OID20942,-0.02127735252231389
OID30110,-0.02127735252231389
OID30915,-0.022095712234710577
OID31346,-0.02318685851790616
OID30929,-0.02318685851790616
OID20201,-0.024823577942699536
OID30520,-0.02509636451349843
OID30551,-0.02536915108429733
OID21305,-0.02673308393829181
OID21229,-0.0272786570798896
OID31064,-0.0272786570798896
OID30102,-0.0272786570798896
OID30256,-0.0272786570798896
OID30195,-0.0272786570798896
OID21477,-0.0272786570798896
OID30965,-0.02946094964628077
OID20237,-0.03082488250027525
OID21467,-0.03082488250027525
OID21398,-0.03082488250027525
OID20379,-0.031097669071074144
OID30186,-0.031097669071074144
OID30403,-0.032734388495867524
OID30807,-0.033007175066666415
OID31503,-0.03327996163746531
OID31087,-0.03327996163746531
OID31193,-0.03355274820826421
OID31287,-0.03491668106225869
OID31439,-0.03518946763305759
OID20123,-0.03518946763305759
OID21032,-0.03518946763305759
OID21234,-0.03518946763305759
OID20682,-0.03518946763305759
OID20512,-0.03518946763305759
OID30924,-0.03546225420385648
OID21047,-0.03682618705785096
OID20994,-0.037098973628649855
OID30504,-0.03791733334104654
OID30620,-0.03873569305344323
OID30714,-0.03873569305344323
OID30789,-0.03873569305344323
OID31233,-0.03928126619504103
OID30240,-0.03928126619504103
OID31009,-0.03928126619504103
OID21175,-0.03928126619504103
OID30875,-0.03928126619504103
OID20526,-0.03928126619504103
OID31313,-0.03928126619504103
OID31078,-0.03928126619504103
OID31056,-0.03928126619504103
OID20857,-0.040645199049035505
OID21222,-0.040645199049035505
OID21530,-0.0409179856198344
OID30675,-0.04200913190302998
OID31278,-0.04200913190302998
OID31451,-0.04282749161542667
OID20455,-0.04364585132782336
OID21402,-0.044736997611018944
OID31090,-0.044736997611018944
OID31017,-0.04500978418181784
OID30495,-0.045282570752616734
OID30293,-0.045282570752616734
OID21348,-0.045282570752616734
OID30927,-0.04582814389421453
OID20880,-0.04691929017741011
OID30991,-0.04719207674820901
OID31274,-0.048010436460605696
OID30867,-0.048556009602203486
OID30444,-0.048828796173002384
OID30455,-0.048828796173002384
OID31209,-0.04910158274380128
OID30556,-0.04964715588539907
OID30372,-0.05073830216859466
OID20504,-0.05073830216859466
OID20133,-0.05073830216859466
OID21415,-0.05073830216859466
OID30555,-0.05128387531019245
OID30445,-0.05128387531019245
OID31211,-0.052375021593388034
OID31352,-0.052375021593388034
OID20443,-0.05319338130578472
OID31270,-0.05319338130578472
OID20909,-0.05319338130578472
OID21487,-0.0548301007305781
OID20978,-0.0548301007305781
OID30491,-0.0548301007305781
OID21187,-0.055921247013773684
OID20235,-0.05673960672617037
OID20357,-0.05673960672617037
OID30618,-0.05701239329696926
OID31132,-0.05728517986776816
OID31317,-0.05728517986776816
OID31034,-0.05837632615096375
OID30370,-0.05892189929256154
OID21315,-0.05892189929256154
OID20658,-0.05892189929256154
OID20138,-0.059194685863360436
OID31344,-0.059194685863360436
OID30114,-0.06083140528815381
OID30754,-0.06083140528815381
OID21484,-0.06274091128374608
OID21514,-0.06328648442534388
OID21250,-0.06328648442534388
OID30244,-0.06328648442534388
OID31019,-0.06328648442534388
OID31147,-0.06328648442534388
OID21405,-0.06328648442534388
OID31371,-0.06492320385013725
OID21092,-0.06683270984572952
OID21235,-0.06683270984572952
OID31197,-0.06683270984572952
OID20862,-0.06683270984572952
OID31066,-0.0687422158413218
OID31081,-0.0687422158413218
OID31179,-0.06928778898291958
OID30876,-0.06928778898291958
OID30845,-0.06983336212451738
OID20079,-0.07037893526611518
OID30950,-0.07065172183691407
OID30539,-0.07065172183691407
OID31309,-0.07065172183691407
OID30835,-0.07092450840771296
OID20945,-0.07092450840771296
OID30388,-0.07119729497851186
OID31343,-0.07119729497851186
OID31073,-0.07119729497851186
OID30629,-0.07119729497851186
OID30538,-0.07119729497851186
OID20946,-0.07283401440330524
OID20403,-0.07283401440330524
OID30905,-0.07392516068650082
OID21072,-0.0747435203988975
OID20939,-0.0747435203988975
OID20902,-0.07719859953608757
OID31254,-0.07828974581928315
OID21035,-0.07883531896088095
OID30284,-0.07883531896088095
OID30486,-0.07883531896088095
OID21366,-0.07883531896088095
OID30385,-0.07910810553167984
OID20500,-0.07910810553167984
OID21330,-0.08074482495647321
OID30468,-0.08129039809807101
OID30524,-0.08129039809807101
OID21172,-0.08129039809807101
OID21240,-0.08129039809807101
OID20918,-0.08129039809807101
OID31183,-0.0818359712396688
OID31242,-0.0818359712396688
OID30926,-0.08238154438126659
OID21406,-0.08319990409366328
OID31273,-0.08456383694765776
OID20814,-0.08456383694765776
OID30612,-0.08456383694765776
OID30710,-0.08483662351845665
OID21274,-0.08483662351845665
OID20320,-0.08483662351845665
OID30648,-0.08674612951404893
OID30989,-0.08729170265564672
OID30237,-0.08729170265564672
OID20865,-0.08729170265564672
OID21141,-0.089201208651239
OID30377,-0.09001956836363569
OID31238,-0.09029235493443458
OID31214,-0.09029235493443458
OID30777,-0.09083792807603237
OID20473,-0.09111071464683126
OID30466,-0.09111071464683126
OID31062,-0.09111071464683126
OID21055,-0.09138350121763016
OID30103,-0.09329300721322244
OID31120,-0.09329300721322244
OID31247,-0.09356579378402133
OID21246,-0.0952025132088147
OID30873,-0.09629365949201028
OID21372,-0.09683923263360808
OID31394,-0.09711201920440697
OID20166,-0.09765759234600477
OID20830,-0.09847595205840146
OID30298,-0.09874873862920035
OID20807,-0.09874873862920035
OID30334,-0.09902152519999925
OID30801,-0.09929431177079814
OID30636,-0.09929431177079814
OID31311,-0.10011267148319483
OID21067,-0.10011267148319483
OID20818,-0.10120381776639041
OID31325,-0.10174939090798821
OID21510,-0.10284053719118379
OID20759,-0.10284053719118379
OID21529,-0.10284053719118379
OID31231,-0.10529561632837386
OID31042,-0.10611397604077055
OID31005,-0.10693233575316724
OID30087,-0.10720512232396613
OID20452,-0.10747790889476502
OID20085,-0.11047856117355288
OID30503,-0.11047856117355288
OID21196,-0.11102413431515068
OID31114,-0.11129692088594957
OID31221,-0.11266085373994406
OID30123,-0.11293364031074295
OID20832,-0.11320642688154184
OID30206,-0.11320642688154184
OID20478,-0.11320642688154184
OID20521,-0.11429757316473743
OID21085,-0.11484314630633521
OID31108,-0.11484314630633521
OID21236,-0.11511593287713412
OID30839,-0.11511593287713412
OID30684,-0.11538871944793301
OID20667,-0.1167526523019275
OID31145,-0.11729822544352528
OID31156,-0.11729822544352528
OID21337,-0.11729822544352528
OID30156,-0.11811658515592197
OID31012,-0.11838937172672087
OID30060,-0.11920773143911756
OID30072,-0.12029887772231314
OID20990,-0.1227539568595032
OID21181,-0.123299530001101
OID31379,-0.123299530001101
OID30972,-0.12466346285509547
OID31192,-0.12493624942589437
OID30891,-0.12520903599669328
OID21168,-0.12520903599669328
OID21213,-0.12548182256749216
OID30942,-0.12684575542148666
OID20416,-0.12684575542148666
OID20968,-0.12684575542148666
OID31366,-0.12711854199228553
OID31047,-0.12711854199228553
OID30517,-0.1287552614170789
OID21266,-0.12930083455867672
OID30992,-0.13121034055426897
OID31431,-0.13311984654986125
OID20892,-0.13311984654986125
OID30981,-0.1369388585410458
OID30089,-0.1372116451118447
OID21094,-0.14075787053223035
OID20181,-0.14075787053223035
OID20609,-0.14075787053223035
OID21070,-0.14075787053223035
OID30527,-0.14075787053223035
OID30128,-0.14103065710302923
OID30652,-0.14103065710302923
OID31065,-0.14130344367382813
OID31497,-0.14130344367382813
OID20545,-0.14130344367382813
OID30660,-0.1429401630986215
OID20159,-0.1429401630986215
OID31399,-0.1429401630986215
OID31398,-0.1448496690942138
OID20660,-0.1448496690942138
OID30994,-0.14512245566501267
OID20622,-0.14675917508980604
OID21488,-0.14675917508980604
OID30364,-0.14675917508980604
OID31495,-0.14675917508980604
OID20538,-0.14675917508980604
OID20375,-0.14675917508980604
OID21462,-0.14675917508980604
OID31084,-0.14730474823140385
OID30931,-0.14757753480220273
OID30940,-0.14839589451459942
OID30792,-0.14866868108539832
OID30803,-0.1492142542269961
OID20640,-0.149487040797795
OID31384,-0.15085097365178948
OID30180,-0.1511237602225884
OID21497,-0.15276047964738176
OID30853,-0.15330605278897955
OID30918,-0.15330605278897955
OID30836,-0.15330605278897955
OID20853,-0.15330605278897955
OID30811,-0.15385162593057736
OID20488,-0.15385162593057736
OID30537,-0.15385162593057736
OID30373,-0.15412441250137623
OID20987,-0.15439719907217514
OID21255,-0.15521555878457183
OID31143,-0.15521555878457183
OID20809,-0.15548834535537073
OID30970,-0.15603391849696852
OID30146,-0.1568522782093652
OID20951,-0.1568522782093652
OID21303,-0.1568522782093652
OID20412,-0.1568522782093652
OID21254,-0.1576706379217619
OID30173,-0.1579434244925608
OID21001,-0.15876178420495748
OID30464,-0.15876178420495748
OID21481,-0.15876178420495748
OID31360,-0.15930735734655527
OID31419,-0.15930735734655527
OID20627,-0.15930735734655527
OID30270,-0.15930735734655527
OID21382,-0.15958014391735417
OID31131,-0.15958014391735417
OID20092,-0.16094407677134864
OID21192,-0.16121686334214755
OID31507,-0.16121686334214755
OID30506,-0.16203522305454424
OID31412,-0.16203522305454424
OID30963,-0.1623080096253431
OID20571,-0.16285358276694092
OID31400,-0.1631263693377398
OID30824,-0.1633991559085387
OID21198,-0.1639447290501365
OID20115,-0.16476308876253318
OID30266,-0.16476308876253318
OID31413,-0.16503587533333208
OID31291,-0.16503587533333208
OID31292,-0.16503587533333208
OID30174,-0.16503587533333208
OID31246,-0.16503587533333208
OID30126,-0.165308661904131
OID31524,-0.16721816789972324
OID31152,-0.16721816789972324
OID30982,-0.16721816789972324
OID31427,-0.16885488732451662
OID31181,-0.16912767389531552
OID21306,-0.17021882017851112
OID20400,-0.1707643933201089
OID21505,-0.1707643933201089
OID21111,-0.1707643933201089
OID21442,-0.17130996646170668
OID30325,-0.17130996646170668
OID31378,-0.17130996646170668
OID31208,-0.17130996646170668
OID30456,-0.17130996646170668
OID20483,-0.17321947245729896
OID31160,-0.17321947245729896
OID20365,-0.17485619188209234
OID30349,-0.17485619188209234
OID21127,-0.17485619188209234
OID20842,-0.17485619188209234
OID31240,-0.17512897845289124
OID20801,-0.1764929113068857
OID30944,-0.17894799044407578
OID30134,-0.17894799044407578
OID31146,-0.17894799044407578
OID30814,-0.17922077701487468
OID31071,-0.17922077701487468
OID30352,-0.18085749643966806
OID21393,-0.18113028301046694
OID20535,-0.1827670024352603
OID31491,-0.1827670024352603
OID20474,-0.1827670024352603
OID21302,-0.18522208157245038
OID21157,-0.18522208157245038
OID21171,-0.18522208157245038
OID30059,-0.18549486814324928
OID20256,-0.18685880099724375
OID30182,-0.18685880099724375
OID20359,-0.18876830699283603
OID31059,-0.18931388013443382
OID20899,-0.18931388013443382
OID21308,-0.1912233861300261
OID20080,-0.1912233861300261
OID30125,-0.19258731898402057
OID21456,-0.19286010555481947
OID30615,-0.19286010555481947
OID21256,-0.19286010555481947
OID31492,-0.19504239812121063
OID20851,-0.19504239812121063
OID21295,-0.19531518469200954
OID30916,-0.1969519041168029
OID20506,-0.1969519041168029
OID30079,-0.1969519041168029
OID31268,-0.19722469068760182
OID31526,-0.19722469068760182
OID21170,-0.1985886235415963
OID20709,-0.1988614101123952
OID30071,-0.19913419668319407
OID30158,-0.19995255639559076
OID21313,-0.20077091610798745
OID31341,-0.20131648924958526
OID20241,-0.20186206239118304
OID21376,-0.20213484896198194
OID31410,-0.20295320867437863
OID31105,-0.2032259952451775
OID20112,-0.20377156838677532
OID30286,-0.20486271466997089
OID20719,-0.20486271466997089
OID31184,-0.2051355012407698
OID31157,-0.2051355012407698
OID31432,-0.2064994340947643
OID20740,-0.20677222066556317
OID30442,-0.20677222066556317
OID31293,-0.20677222066556317
OID21199,-0.20731779380716098
OID21242,-0.20731779380716098
OID30479,-0.20731779380716098
OID30183,-0.20731779380716098
OID31425,-0.20922729980275323
OID30181,-0.20922729980275323
OID21498,-0.20950008637355214
OID30908,-0.20977287294435104
OID30586,-0.2108640192275466
OID30633,-0.2108640192275466
OID30178,-0.2111368057983455
OID20914,-0.2127735252231389
OID31093,-0.2127735252231389
OID20597,-0.2127735252231389
OID30361,-0.21331909836473667
OID31252,-0.21331909836473667
OID31453,-0.21522860436032895
OID30825,-0.21522860436032895
OID31159,-0.21604696407272564
OID30430,-0.21686532378512233
OID30295,-0.21713811035592123
OID31091,-0.21713811035592123
OID20797,-0.2185020432099157
OID20725,-0.2187748297807146
OID21252,-0.2187748297807146
OID20938,-0.2187748297807146
OID20204,-0.2187748297807146
OID20094,-0.2187748297807146
OID31220,-0.21904761635151349
OID31136,-0.2193204029223124
OID20910,-0.2193204029223124
OID31203,-0.2195931894931113
OID21271,-0.21986597606391017
OID30937,-0.22013876263470908
OID21279,-0.22016587832892223
OID21370,-0.22095712234710577
OID30886,-0.22150269548870355
OID31007,-0.22259384177189914
OID20547,-0.22286662834269805
OID31464,-0.22286662834269805
OID30472,-0.2239577746258936
OID30511,-0.22450334776749142
OID21413,-0.2247761343382903
OID31189,-0.2250489209090892
OID31250,-0.2253217074798881
OID31487,-0.2253217074798881
OID31016,-0.2253217074798881
OID21319,-0.2269584269046815
OID31045,-0.22886793290027374
OID21473,-0.22886793290027374
OID20090,-0.22886793290027374
OID30141,-0.22914071947107265
OID30881,-0.22968629261267043
OID20198,-0.23077743889586602
OID20936,-0.23077743889586602
OID31447,-0.2313230120374638
OID31508,-0.2313230120374638
OID31355,-0.2326869448914583
OID20061,-0.23323251803305609
OID31390,-0.23323251803305609
OID20934,-0.23323251803305609
OID21358,-0.23486923745784946
OID20664,-0.23486923745784946
OID30917,-0.23541481059944724
OID20438,-0.23677874345344174
OID30805,-0.23705153002424062
OID30106,-0.23732431659503953
OID31072,-0.23732431659503953
OID31324,-0.23732431659503953
OID20524,-0.2381426763074362
OID30090,-0.2389610360198329
OID20889,-0.2389610360198329
OID30408,-0.2389610360198329
